user_id,interactions,labels
User_503,DEVOPS2025HINDI:0.71:0.81;REACT2025HINDI:0.26:0.67;PYTHONDATASCIENCE2025ENGLISH:0.26:0.18;PYTHON2025ENG:0.32:0.14;UIUXHINDI:0.0:0.0;FLUTTER2025EN:0.3:0.33;GIT2025ENG:0.64:0.08;PYTHON2025HINDI:0.87:0.77;NODEJS2025HINDI:0.74:0.69,"GIT AND GITHUB,LANGUAGES,PROGRAMMING"
User_543,FLUTTER2025EN:0.05:0.88;PYTHONDATASCIENCE2025ENGLISH:0.12:0.98;UIUXHINDI:0.44:0.25;NODEJS2025HINDI:0.36:0.43;AIML2025ENG:0.94:0.17,MOBILE
User_104,AIML2025ENG:0.36:0.25;REACT2025HINDI:0.51:0.91;FLUTTER2025EN:0.84:0.49;UIUXHINDI:0.85:0.01;PYTHON2025ENG:0.5:0.03,"AI/ML,MOBILE,DEVELOPMENT"
User_847,FLUTTER2025EN:0.09:0.23;NODEJS2025HINDI:0.21:0.37;AIML2025ENG:0.86:0.35;DEVOPS2025HINDI:0.85:0.58;PYTHON2025HINDI:0.3:0.05,DEVELOPMENT
User_80,PYTHONDATASCIENCE2025ENGLISH:0.85:0.87,"GIT AND GITHUB,DESIGN,LANGUAGES"
User_51,PYTHONDATASCIENCE2025ENGLISH:0.7:0.36;GIT2025HINDI:0.82:0.51;PYTHON2025ENG:0.18:0.03,"PROGRAMMING,GIT AND GITHUB,DATA SCIENCE"
User_965,PYTHONDATASCIENCE2025ENGLISH:0.13:0.89;GIT2025HINDI:0.45:0.86;AIML2025ENG:0.72:0.83;PYTHON2025HINDI:0.41:0.15;NODEJS2025HINDI:0.62:0.7;PYTHON2025ENG:0.59:0.21,"MOBILE,DESIGN,PROGRAMMING"
User_13,PYTHON2025ENG:0.52:0.9;NODEJS2025HINDI:0.98:0.96;PYTHON2025HINDI:0.44:0.92;GIT2025HINDI:0.8:0.11;DEVOPS2025HINDI:0.58:0.4,"PROGRAMMING,LANGUAGES"
User_828,FLUTTER2025EN:0.58:0.05;GIT2025ENG:0.74:0.02;UIUXHINDI:0.0:0.77;PYTHON2025HINDI:0.87:0.98;GIT2025HINDI:1.0:0.47;DEVOPS2025HINDI:1.0:0.6;NODEJS2025HINDI:0.32:0.15;AIML2025ENG:0.14:0.54;PYTHON2025ENG:0.43:0.52;REACT2025HINDI:0.99:0.03,"PROGRAMMING,LANGUAGES"
User_682,FLUTTER2025EN:0.46:0.51;AIML2025ENG:0.58:0.03;UIUXHINDI:0.73:0.22;DEVOPS2025HINDI:0.61:0.06;PYTHON2025HINDI:0.89:0.16;REACT2025HINDI:0.4:0.37;GIT2025ENG:0.82:0.41;NODEJS2025HINDI:0.63:0.99;GIT2025HINDI:0.31:0.19,"PROGRAMMING,MOBILE"
User_968,REACT2025HINDI:0.71:0.74;PYTHONDATASCIENCE2025ENGLISH:0.11:0.38;AIML2025ENG:0.21:0.64,"MOBILE,AI/ML"
User_491,GIT2025HINDI:0.66:0.87;PYTHON2025HINDI:0.76:0.94;AIML2025ENG:0.79:0.06;PYTHONDATASCIENCE2025ENGLISH:0.55:0.22;PYTHON2025ENG:0.53:0.11;DEVOPS2025HINDI:0.08:0.26,DEVOPS
User_966,AIML2025ENG:0.58:0.02,"PROGRAMMING,LANGUAGES,DESIGN"
User_111,FLUTTER2025EN:0.63:0.45;PYTHON2025ENG:0.48:0.82;NODEJS2025HINDI:0.57:0.91;PYTHONDATASCIENCE2025ENGLISH:0.85:0.34,"DESIGN,LANGUAGES,DEVELOPMENT"
User_434,PYTHON2025ENG:0.17:0.27;PYTHON2025HINDI:0.4:0.84;NODEJS2025HINDI:0.94:0.85;GIT2025ENG:0.18:0.02;DEVOPS2025HINDI:0.82:0.66;GIT2025HINDI:0.74:0.55;AIML2025ENG:0.67:0.27,"MOBILE,AI/ML,DATA SCIENCE"
User_584,GIT2025HINDI:0.17:0.31,"DESIGN,AI/ML"
User_463,AIML2025ENG:0.11:0.35,"DEVOPS,AI/ML"
User_997,PYTHON2025ENG:0.84:0.52;GIT2025HINDI:0.45:0.42;UIUXHINDI:0.66:0.5;PYTHONDATASCIENCE2025ENGLISH:0.65:0.37;REACT2025HINDI:0.08:0.31;GIT2025ENG:0.49:0.01;FLUTTER2025EN:0.55:0.55;DEVOPS2025HINDI:0.69:0.89,DEVOPS
User_71,UIUXHINDI:0.87:0.85;PYTHON2025ENG:0.91:0.08;DEVOPS2025HINDI:0.52:0.48;GIT2025HINDI:0.46:0.63;AIML2025ENG:0.56:0.89,"PROGRAMMING,DEVELOPMENT,DATA SCIENCE"
User_749,FLUTTER2025EN:0.92:0.39;PYTHON2025ENG:0.06:0.76;NODEJS2025HINDI:0.23:0.4;PYTHON2025HINDI:0.5:0.79;GIT2025ENG:0.56:0.42;GIT2025HINDI:0.96:0.55;DEVOPS2025HINDI:0.01:0.14;UIUXHINDI:0.85:0.23;AIML2025ENG:0.56:0.62,DEVOPS
User_685,DEVOPS2025HINDI:0.1:0.39;GIT2025ENG:0.21:0.79;PYTHON2025ENG:0.79:0.31;NODEJS2025HINDI:0.3:0.74,"GIT AND GITHUB,MOBILE,PROGRAMMING"
User_850,FLUTTER2025EN:0.32:0.43;PYTHON2025HINDI:0.49:0.57;UIUXHINDI:0.49:0.55;NODEJS2025HINDI:0.66:0.1;REACT2025HINDI:0.86:0.76;PYTHONDATASCIENCE2025ENGLISH:0.03:0.11;PYTHON2025ENG:0.74:0.75;DEVOPS2025HINDI:0.11:0.3;GIT2025HINDI:0.1:0.8,"LANGUAGES,DESIGN"
User_37,PYTHON2025HINDI:0.13:0.56;FLUTTER2025EN:0.5:0.96;NODEJS2025HINDI:0.16:0.88;GIT2025HINDI:0.99:0.57;DEVOPS2025HINDI:0.99:0.64,"LANGUAGES,DEVELOPMENT"
User_403,GIT2025ENG:0.73:0.29;NODEJS2025HINDI:0.09:0.76;UIUXHINDI:0.47:0.77;PYTHONDATASCIENCE2025ENGLISH:0.88:0.36;FLUTTER2025EN:0.86:0.58;PYTHON2025ENG:0.2:0.14;PYTHON2025HINDI:0.49:0.67,"AI/ML,LANGUAGES"
User_669,NODEJS2025HINDI:0.57:0.56;PYTHONDATASCIENCE2025ENGLISH:0.34:0.34;REACT2025HINDI:0.4:0.88;GIT2025ENG:0.06:0.27;PYTHON2025ENG:0.99:0.1;FLUTTER2025EN:0.61:0.31;PYTHON2025HINDI:0.81:0.17;AIML2025ENG:0.25:0.2;GIT2025HINDI:0.22:0.22,"AI/ML,GIT AND GITHUB"
User_211,NODEJS2025HINDI:0.33:0.6;PYTHONDATASCIENCE2025ENGLISH:0.48:0.25,"AI/ML,LANGUAGES"
User_24,AIML2025ENG:0.81:0.28,"GIT AND GITHUB,DEVOPS"
User_411,PYTHON2025ENG:0.34:0.1,"DESIGN,PROGRAMMING,DEVELOPMENT"
User_456,GIT2025HINDI:0.43:0.07,"AI/ML,PROGRAMMING"
User_986,NODEJS2025HINDI:0.67:0.0;DEVOPS2025HINDI:0.85:0.45;GIT2025HINDI:0.03:0.6;UIUXHINDI:0.1:0.72;PYTHON2025ENG:0.8:0.9,"GIT AND GITHUB,DEVOPS,AI/ML"
User_673,AIML2025ENG:0.94:0.92;PYTHON2025HINDI:0.61:0.03;GIT2025HINDI:0.11:0.82;REACT2025HINDI:0.18:0.03;DEVOPS2025HINDI:0.75:0.23;UIUXHINDI:0.97:0.23;GIT2025ENG:0.72:0.5;PYTHONDATASCIENCE2025ENGLISH:0.58:0.97,"LANGUAGES,DEVOPS,DATA SCIENCE"
User_603,DEVOPS2025HINDI:0.07:0.44;AIML2025ENG:0.96:0.14;NODEJS2025HINDI:0.98:0.18,LANGUAGES
User_208,NODEJS2025HINDI:0.67:0.35;UIUXHINDI:0.85:0.19;GIT2025ENG:0.84:0.66;FLUTTER2025EN:0.58:0.41,"DATA SCIENCE,GIT AND GITHUB"
User_257,NODEJS2025HINDI:0.99:0.64;GIT2025HINDI:0.79:0.58;PYTHON2025ENG:0.24:0.52;PYTHON2025HINDI:0.64:0.65;UIUXHINDI:0.58:0.82;PYTHONDATASCIENCE2025ENGLISH:0.83:0.24;FLUTTER2025EN:0.31:0.41,"DATA SCIENCE,AI/ML"
User_664,PYTHON2025ENG:0.86:0.03;UIUXHINDI:0.47:0.63;PYTHON2025HINDI:0.88:0.05;NODEJS2025HINDI:0.55:0.97;DEVOPS2025HINDI:0.07:0.05;GIT2025ENG:0.34:0.77;PYTHONDATASCIENCE2025ENGLISH:0.68:0.67;REACT2025HINDI:0.76:0.46,"AI/ML,PROGRAMMING"
User_492,GIT2025ENG:0.33:0.22;PYTHONDATASCIENCE2025ENGLISH:0.5:0.65;GIT2025HINDI:0.24:0.85;REACT2025HINDI:0.19:0.65;PYTHON2025ENG:0.36:0.99;AIML2025ENG:0.49:0.27;PYTHON2025HINDI:0.8:0.96;UIUXHINDI:0.09:0.75;FLUTTER2025EN:0.44:0.87;NODEJS2025HINDI:0.15:0.69,"AI/ML,DEVELOPMENT,MOBILE"
User_577,PYTHON2025HINDI:0.35:0.12;FLUTTER2025EN:0.31:0.71;GIT2025HINDI:0.07:0.37,DEVELOPMENT
User_267,AIML2025ENG:0.56:0.31;DEVOPS2025HINDI:0.4:0.67;PYTHON2025HINDI:0.65:0.44;REACT2025HINDI:0.32:1.0;PYTHONDATASCIENCE2025ENGLISH:0.77:0.09;PYTHON2025ENG:0.67:0.1;GIT2025ENG:0.28:0.51;UIUXHINDI:0.97:0.98;GIT2025HINDI:0.33:0.28;NODEJS2025HINDI:0.77:0.26,"AI/ML,GIT AND GITHUB"
User_366,NODEJS2025HINDI:0.63:0.43;DEVOPS2025HINDI:0.86:0.37,"PROGRAMMING,AI/ML"
User_757,FLUTTER2025EN:0.61:0.04;PYTHON2025ENG:0.4:0.04;GIT2025ENG:0.65:0.73,DEVELOPMENT
User_833,,"DEVELOPMENT,DEVOPS"
User_168,FLUTTER2025EN:0.9:0.62;PYTHON2025ENG:0.06:0.12;PYTHON2025HINDI:0.2:0.98,"AI/ML,GIT AND GITHUB"
User_981,PYTHONDATASCIENCE2025ENGLISH:0.69:0.91;REACT2025HINDI:0.28:0.99,AI/ML
User_614,UIUXHINDI:0.71:0.87;AIML2025ENG:0.81:0.39;PYTHONDATASCIENCE2025ENGLISH:0.97:0.83;DEVOPS2025HINDI:0.74:0.34;NODEJS2025HINDI:0.09:0.21;PYTHON2025ENG:0.58:0.75;FLUTTER2025EN:0.32:0.69,"PROGRAMMING,AI/ML"
User_298,PYTHON2025HINDI:0.74:0.07;DEVOPS2025HINDI:0.21:0.68;GIT2025ENG:0.95:0.94;AIML2025ENG:0.14:0.34;FLUTTER2025EN:0.32:0.45;REACT2025HINDI:0.79:0.04;GIT2025HINDI:0.82:0.7,"AI/ML,DEVOPS"
User_523,GIT2025ENG:0.03:0.07;DEVOPS2025HINDI:0.25:0.7;AIML2025ENG:0.99:0.17;GIT2025HINDI:0.72:0.15,"AI/ML,LANGUAGES"
User_72,NODEJS2025HINDI:0.55:0.6;DEVOPS2025HINDI:0.13:0.94,"PROGRAMMING,DEVELOPMENT,DEVOPS"
User_425,DEVOPS2025HINDI:0.08:0.83;AIML2025ENG:0.51:0.3;UIUXHINDI:0.58:0.25;PYTHON2025ENG:0.45:0.24;REACT2025HINDI:0.03:0.58;NODEJS2025HINDI:0.62:0.83;GIT2025ENG:0.09:0.69;GIT2025HINDI:0.55:0.71;PYTHONDATASCIENCE2025ENGLISH:0.9:0.95;PYTHON2025HINDI:0.98:0.38,"DATA SCIENCE,DEVOPS"
User_163,,"DEVOPS,PROGRAMMING,MOBILE"
User_500,FLUTTER2025EN:0.91:0.47;REACT2025HINDI:0.95:0.07;GIT2025HINDI:0.39:0.45;PYTHON2025HINDI:0.24:0.56;NODEJS2025HINDI:0.78:0.83;PYTHON2025ENG:0.81:0.33,"DEVELOPMENT,LANGUAGES"
User_97,PYTHONDATASCIENCE2025ENGLISH:0.99:0.03;FLUTTER2025EN:0.23:0.86;PYTHON2025HINDI:0.89:0.95;NODEJS2025HINDI:0.09:0.37,"AI/ML,DESIGN,DEVELOPMENT"
User_612,GIT2025ENG:0.08:0.17;DEVOPS2025HINDI:0.93:0.7;GIT2025HINDI:0.54:0.47;REACT2025HINDI:0.27:0.39,"DEVELOPMENT,AI/ML"
User_712,PYTHON2025HINDI:0.12:0.34;UIUXHINDI:0.58:0.6;PYTHONDATASCIENCE2025ENGLISH:0.31:0.1;FLUTTER2025EN:0.33:0.36,GIT AND GITHUB
User_234,GIT2025HINDI:0.64:0.56;PYTHON2025HINDI:0.46:0.19;GIT2025ENG:0.17:0.79,"DEVOPS,GIT AND GITHUB"
User_969,REACT2025HINDI:0.46:0.69;PYTHONDATASCIENCE2025ENGLISH:0.23:0.13,DATA SCIENCE
User_314,DEVOPS2025HINDI:0.15:0.08;FLUTTER2025EN:0.94:0.44;REACT2025HINDI:0.12:0.54;GIT2025ENG:0.06:0.19;UIUXHINDI:0.47:0.81;PYTHON2025ENG:0.29:0.94;NODEJS2025HINDI:0.57:0.39;PYTHON2025HINDI:0.56:0.62,"PROGRAMMING,DESIGN,AI/ML"
User_230,REACT2025HINDI:0.13:0.88;PYTHON2025ENG:0.7:0.37;NODEJS2025HINDI:0.85:0.29;PYTHONDATASCIENCE2025ENGLISH:0.72:0.25;GIT2025HINDI:0.31:0.27;GIT2025ENG:0.27:0.23;UIUXHINDI:0.11:0.46;PYTHON2025HINDI:0.59:0.94;AIML2025ENG:0.62:0.18;FLUTTER2025EN:0.41:0.93,DEVELOPMENT
User_875,,DATA SCIENCE
User_616,FLUTTER2025EN:0.68:0.71;REACT2025HINDI:0.12:0.95;PYTHONDATASCIENCE2025ENGLISH:0.01:0.39;AIML2025ENG:0.97:0.45;PYTHON2025ENG:0.27:0.65,"DEVOPS,AI/ML,MOBILE"
User_59,GIT2025ENG:0.54:0.62;FLUTTER2025EN:0.8:0.5;AIML2025ENG:0.88:0.29;PYTHON2025HINDI:0.57:0.53,"PROGRAMMING,DESIGN,LANGUAGES"
User_842,GIT2025ENG:0.66:0.28;FLUTTER2025EN:0.52:0.87;NODEJS2025HINDI:0.32:0.28,DATA SCIENCE
User_817,NODEJS2025HINDI:0.77:0.73;GIT2025HINDI:0.35:0.47;GIT2025ENG:0.09:0.67;DEVOPS2025HINDI:0.27:0.01,"DEVOPS,DEVELOPMENT"
User_883,FLUTTER2025EN:0.34:0.07,"DEVOPS,AI/ML"
User_321,FLUTTER2025EN:0.67:0.15;PYTHONDATASCIENCE2025ENGLISH:0.94:0.67;UIUXHINDI:0.21:0.38;GIT2025HINDI:0.94:0.2;DEVOPS2025HINDI:0.11:0.74;REACT2025HINDI:0.24:0.25,"PROGRAMMING,MOBILE"
User_646,UIUXHINDI:0.3:0.97;GIT2025HINDI:0.72:0.77;NODEJS2025HINDI:0.97:0.79;PYTHON2025HINDI:0.21:0.32;DEVOPS2025HINDI:0.12:0.96;FLUTTER2025EN:0.52:0.96;REACT2025HINDI:0.99:0.68,"MOBILE,GIT AND GITHUB,PROGRAMMING"
User_144,AIML2025ENG:0.27:0.12;PYTHON2025HINDI:0.09:0.26;FLUTTER2025EN:0.63:0.9;PYTHON2025ENG:0.55:0.49;UIUXHINDI:0.72:0.87;NODEJS2025HINDI:0.72:0.54,DATA SCIENCE
User_967,AIML2025ENG:0.31:0.49;FLUTTER2025EN:0.06:0.27;GIT2025HINDI:0.63:0.15;PYTHON2025ENG:0.62:0.89;NODEJS2025HINDI:0.66:0.29;REACT2025HINDI:0.85:0.74;DEVOPS2025HINDI:0.71:0.11;PYTHON2025HINDI:0.83:0.4,"DATA SCIENCE,LANGUAGES"
User_515,AIML2025ENG:0.73:0.37;GIT2025ENG:0.85:0.09;PYTHON2025ENG:0.0:0.82,"LANGUAGES,DESIGN"
User_99,FLUTTER2025EN:0.38:0.34,"AI/ML,DESIGN,DEVOPS"
User_216,DEVOPS2025HINDI:0.26:0.34;PYTHON2025HINDI:0.28:0.77;GIT2025ENG:0.73:0.0;REACT2025HINDI:0.78:0.46;UIUXHINDI:0.44:0.77;PYTHON2025ENG:0.09:0.41;GIT2025HINDI:0.82:0.56;FLUTTER2025EN:0.85:0.01;PYTHONDATASCIENCE2025ENGLISH:0.22:0.99,DATA SCIENCE
User_853,PYTHON2025ENG:0.8:0.42;DEVOPS2025HINDI:0.97:0.4;PYTHONDATASCIENCE2025ENGLISH:0.19:0.2;UIUXHINDI:0.17:0.75;REACT2025HINDI:0.19:1.0,GIT AND GITHUB
User_93,AIML2025ENG:0.03:0.35,"GIT AND GITHUB,DEVELOPMENT,DEVOPS"
User_512,FLUTTER2025EN:0.79:0.74;UIUXHINDI:0.02:0.45;PYTHON2025HINDI:0.68:0.19;REACT2025HINDI:0.13:0.92;PYTHON2025ENG:0.83:0.53;PYTHONDATASCIENCE2025ENGLISH:0.77:0.76;DEVOPS2025HINDI:0.4:0.23,"GIT AND GITHUB,DEVELOPMENT"
User_517,FLUTTER2025EN:0.76:0.55;PYTHONDATASCIENCE2025ENGLISH:0.03:0.97;GIT2025HINDI:0.53:0.94;DEVOPS2025HINDI:0.2:0.53;REACT2025HINDI:0.87:0.99;NODEJS2025HINDI:0.92:0.95;GIT2025ENG:0.61:0.81;PYTHON2025HINDI:0.29:0.73;PYTHON2025ENG:0.85:0.28;UIUXHINDI:0.24:0.38,"LANGUAGES,DATA SCIENCE"
User_962,PYTHONDATASCIENCE2025ENGLISH:0.16:0.18;REACT2025HINDI:0.1:0.4;PYTHON2025ENG:0.19:0.25;UIUXHINDI:0.16:0.76;DEVOPS2025HINDI:0.99:0.22;AIML2025ENG:0.3:0.26;GIT2025HINDI:0.55:0.63;FLUTTER2025EN:0.03:0.7;GIT2025ENG:0.38:0.29;PYTHON2025HINDI:0.28:0.81,MOBILE
User_519,PYTHON2025HINDI:0.09:0.38,"AI/ML,MOBILE"
User_992,,DESIGN
User_202,REACT2025HINDI:0.33:0.95;DEVOPS2025HINDI:1.0:0.8;PYTHON2025ENG:0.95:0.87;PYTHONDATASCIENCE2025ENGLISH:0.23:0.51;PYTHON2025HINDI:0.34:0.69;FLUTTER2025EN:0.57:0.83;GIT2025HINDI:0.61:0.49,"PROGRAMMING,GIT AND GITHUB,DEVELOPMENT"
User_585,GIT2025ENG:0.25:0.24;PYTHONDATASCIENCE2025ENGLISH:0.16:0.36;FLUTTER2025EN:0.96:0.18;UIUXHINDI:0.68:0.19;AIML2025ENG:0.74:0.8,"AI/ML,DATA SCIENCE,PROGRAMMING"
User_288,FLUTTER2025EN:0.23:0.46;PYTHONDATASCIENCE2025ENGLISH:0.87:0.39;PYTHON2025ENG:0.69:1.0;GIT2025ENG:0.26:0.83;PYTHON2025HINDI:0.06:0.52,"LANGUAGES,GIT AND GITHUB,MOBILE"
User_715,PYTHONDATASCIENCE2025ENGLISH:0.29:0.48;DEVOPS2025HINDI:0.05:0.35;REACT2025HINDI:0.21:0.37;GIT2025ENG:0.23:0.82;GIT2025HINDI:0.18:0.49;UIUXHINDI:0.25:0.68;PYTHON2025HINDI:0.23:0.89;FLUTTER2025EN:0.04:0.22,PROGRAMMING
User_454,GIT2025ENG:0.84:0.01;UIUXHINDI:0.1:0.21;PYTHON2025ENG:0.53:0.66;DEVOPS2025HINDI:0.92:0.14;REACT2025HINDI:0.9:0.22;GIT2025HINDI:0.42:0.3;PYTHON2025HINDI:0.55:0.43;FLUTTER2025EN:0.92:0.12;NODEJS2025HINDI:0.08:0.48;AIML2025ENG:0.16:0.86,"DEVELOPMENT,MOBILE,AI/ML"
User_770,NODEJS2025HINDI:0.48:0.82;PYTHON2025ENG:0.14:0.41;UIUXHINDI:0.85:0.8,DEVELOPMENT
User_224,PYTHON2025ENG:0.78:0.19;PYTHON2025HINDI:0.55:0.98,"LANGUAGES,AI/ML"
User_683,NODEJS2025HINDI:0.68:0.11;DEVOPS2025HINDI:0.33:0.08;AIML2025ENG:0.12:0.82;REACT2025HINDI:0.9:0.48;PYTHONDATASCIENCE2025ENGLISH:0.08:0.05;PYTHON2025ENG:0.31:0.0;FLUTTER2025EN:0.13:0.84,"DESIGN,GIT AND GITHUB"
User_91,UIUXHINDI:0.12:0.02;PYTHON2025ENG:0.35:0.01,"GIT AND GITHUB,MOBILE,DEVOPS"
User_49,UIUXHINDI:0.8:0.3;GIT2025HINDI:0.69:0.84;GIT2025ENG:0.09:0.3;PYTHONDATASCIENCE2025ENGLISH:0.93:0.01,"PROGRAMMING,GIT AND GITHUB,MOBILE"
User_598,REACT2025HINDI:0.35:0.68;PYTHON2025HINDI:1.0:0.4;FLUTTER2025EN:0.71:0.35,"DEVOPS,MOBILE,DEVELOPMENT"
User_253,REACT2025HINDI:0.27:0.18;PYTHON2025ENG:0.01:0.9;PYTHONDATASCIENCE2025ENGLISH:0.6:0.16;UIUXHINDI:0.22:0.96;DEVOPS2025HINDI:0.54:0.65;AIML2025ENG:0.66:0.84;NODEJS2025HINDI:0.34:0.46;GIT2025ENG:0.87:0.4;PYTHON2025HINDI:0.67:0.29,DESIGN
User_704,PYTHON2025HINDI:0.21:0.52,"PROGRAMMING,DEVOPS"
User_851,PYTHON2025ENG:0.82:0.13;NODEJS2025HINDI:0.87:0.03;PYTHON2025HINDI:0.46:0.58;GIT2025HINDI:0.53:0.83;AIML2025ENG:0.5:0.68,"GIT AND GITHUB,DEVOPS,LANGUAGES"
User_318,PYTHON2025ENG:1.0:0.52;FLUTTER2025EN:0.79:0.15;REACT2025HINDI:0.36:0.91;NODEJS2025HINDI:0.51:0.23;DEVOPS2025HINDI:0.28:0.54,"LANGUAGES,DATA SCIENCE,DEVELOPMENT"
User_575,DEVOPS2025HINDI:0.33:0.72;NODEJS2025HINDI:0.93:0.25;GIT2025HINDI:0.61:0.07;PYTHON2025ENG:0.3:0.0,PROGRAMMING
User_684,GIT2025HINDI:0.88:0.59,"DATA SCIENCE,GIT AND GITHUB,PROGRAMMING"
User_530,PYTHONDATASCIENCE2025ENGLISH:0.18:0.54;NODEJS2025HINDI:0.56:0.49;AIML2025ENG:0.72:0.83;PYTHON2025HINDI:0.34:0.02;GIT2025HINDI:0.56:0.35;UIUXHINDI:0.93:0.11,"MOBILE,LANGUAGES"
User_274,PYTHON2025HINDI:0.38:0.72;AIML2025ENG:0.35:0.54;GIT2025ENG:0.03:0.73;PYTHON2025ENG:0.08:0.11;REACT2025HINDI:0.58:0.75,"DATA SCIENCE,DESIGN"
User_255,,"DATA SCIENCE,GIT AND GITHUB,DESIGN"
User_56,DEVOPS2025HINDI:0.9:0.64;AIML2025ENG:0.8:0.92;FLUTTER2025EN:0.67:0.37;UIUXHINDI:0.71:0.93,"PROGRAMMING,AI/ML,DEVELOPMENT"
User_514,UIUXHINDI:0.89:0.4;REACT2025HINDI:0.58:0.74,"AI/ML,LANGUAGES"
User_75,NODEJS2025HINDI:0.7:0.2;REACT2025HINDI:0.34:0.75,"GIT AND GITHUB,AI/ML,LANGUAGES"
User_792,PYTHONDATASCIENCE2025ENGLISH:0.35:0.75;GIT2025HINDI:0.72:0.95;UIUXHINDI:0.04:0.77;DEVOPS2025HINDI:0.63:0.35;PYTHON2025HINDI:0.96:0.26;REACT2025HINDI:0.39:0.85,"DESIGN,AI/ML,GIT AND GITHUB"
User_788,PYTHON2025HINDI:0.29:0.48;UIUXHINDI:0.93:0.36;DEVOPS2025HINDI:0.48:0.97;REACT2025HINDI:0.89:0.79;GIT2025HINDI:0.28:0.87;AIML2025ENG:0.85:0.97;PYTHON2025ENG:0.04:0.8;GIT2025ENG:0.06:0.78;PYTHONDATASCIENCE2025ENGLISH:0.64:0.57;NODEJS2025HINDI:0.95:0.97,"MOBILE,DEVELOPMENT,AI/ML"
User_933,FLUTTER2025EN:0.29:0.67;REACT2025HINDI:0.12:0.32;PYTHONDATASCIENCE2025ENGLISH:0.95:0.33;NODEJS2025HINDI:0.32:0.06;GIT2025HINDI:0.56:0.76;DEVOPS2025HINDI:0.99:0.18;PYTHON2025ENG:0.06:0.71,"PROGRAMMING,LANGUAGES"
User_919,GIT2025HINDI:0.63:0.05;PYTHONDATASCIENCE2025ENGLISH:0.27:0.68,"LANGUAGES,MOBILE"
User_865,NODEJS2025HINDI:0.49:0.32;PYTHON2025ENG:0.61:0.62;FLUTTER2025EN:0.94:0.13;PYTHON2025HINDI:0.61:0.35;GIT2025ENG:0.75:0.54;GIT2025HINDI:0.67:0.07,DEVOPS
User_76,PYTHONDATASCIENCE2025ENGLISH:0.96:0.29;AIML2025ENG:0.29:0.88;PYTHON2025ENG:0.33:0.68,"GIT AND GITHUB,AI/ML,MOBILE"
User_189,AIML2025ENG:0.65:0.48,"AI/ML,DEVELOPMENT,DEVOPS"
User_446,PYTHONDATASCIENCE2025ENGLISH:0.32:0.43;GIT2025HINDI:0.81:0.73;GIT2025ENG:0.73:0.55;UIUXHINDI:0.1:0.33;NODEJS2025HINDI:0.2:0.54;REACT2025HINDI:0.08:0.93;PYTHON2025ENG:0.85:0.65,"DEVOPS,LANGUAGES"
User_857,REACT2025HINDI:0.7:0.6;DEVOPS2025HINDI:0.27:0.7;GIT2025HINDI:0.88:0.68;PYTHON2025ENG:0.66:0.57,AI/ML
User_799,FLUTTER2025EN:0.42:0.51,"DESIGN,PROGRAMMING"
User_869,NODEJS2025HINDI:0.77:0.51;PYTHON2025ENG:0.27:0.58;GIT2025ENG:0.24:0.55,DEVELOPMENT
User_15,NODEJS2025HINDI:0.16:0.15;DEVOPS2025HINDI:0.51:0.47;PYTHONDATASCIENCE2025ENGLISH:0.8:0.59,"PROGRAMMING,DEVELOPMENT"
User_496,AIML2025ENG:0.56:0.3;FLUTTER2025EN:0.54:0.6,"MOBILE,DATA SCIENCE"
User_708,GIT2025ENG:0.93:0.15;PYTHONDATASCIENCE2025ENGLISH:0.21:0.09;DEVOPS2025HINDI:0.39:0.25;GIT2025HINDI:0.76:0.23;PYTHON2025HINDI:0.62:0.28;FLUTTER2025EN:0.54:0.09;REACT2025HINDI:0.77:0.32;PYTHON2025ENG:0.2:0.92;AIML2025ENG:0.4:0.71;UIUXHINDI:0.62:0.32,"DEVELOPMENT,DEVOPS"
User_159,GIT2025ENG:0.96:0.92;REACT2025HINDI:0.0:0.3;GIT2025HINDI:0.17:0.06;PYTHON2025ENG:0.43:0.29;NODEJS2025HINDI:0.24:0.08;UIUXHINDI:0.79:0.06;AIML2025ENG:0.22:0.35,"PROGRAMMING,DEVELOPMENT,AI/ML"
User_290,AIML2025ENG:0.37:0.62,LANGUAGES
User_984,PYTHONDATASCIENCE2025ENGLISH:0.47:0.1;NODEJS2025HINDI:0.75:0.87;UIUXHINDI:0.2:0.91;FLUTTER2025EN:0.27:0.18;GIT2025ENG:0.5:0.97,"DATA SCIENCE,DEVOPS"
User_223,FLUTTER2025EN:0.32:0.92;PYTHONDATASCIENCE2025ENGLISH:0.61:0.09;GIT2025ENG:0.47:0.35;UIUXHINDI:0.91:0.39;GIT2025HINDI:0.71:0.82,"DATA SCIENCE,DEVELOPMENT,MOBILE"
User_11,PYTHON2025HINDI:0.21:0.52;UIUXHINDI:0.15:0.79,"PROGRAMMING,AI/ML"
User_64,PYTHON2025ENG:0.92:0.67;PYTHONDATASCIENCE2025ENGLISH:0.51:0.77;DEVOPS2025HINDI:0.36:0.24;FLUTTER2025EN:0.4:0.44,"PROGRAMMING,LANGUAGES,MOBILE"
User_940,DEVOPS2025HINDI:0.88:0.72;UIUXHINDI:0.62:0.68;GIT2025HINDI:0.93:0.71;GIT2025ENG:0.57:0.29;NODEJS2025HINDI:0.73:0.4;AIML2025ENG:0.18:0.02;FLUTTER2025EN:0.97:0.91,"GIT AND GITHUB,DEVELOPMENT,DEVOPS"
